id,name,reactants,products,modifiers
rnR00239,['ATP:L-glutamate 5-phosphotransferase'],"[['L-Glutamate', 'L-Glutamic acid', 'L-Glutaminic acid', 'Glutamate']]","[['L-Glutamyl 5-phosphate', 'L-Glutamate 5-phosphate']]","[['proB', 'glutamate 5-kinase']]"
rnR03313,['L-glutamate-5-semialdehyde:NADP+ 5-oxidoreductase (phosphorylating)'],"[['L-Glutamyl 5-phosphate', 'L-Glutamate 5-phosphate']]","[['L-Glutamate 5-semialdehyde', 'L-Glutamate gamma-semialdehyde']]","[['proA', 'glutamate-5-semialdehyde dehydrogenase']]"
rnR10507,['L-proline:(acceptor) oxidoreductase'],"[['L-Proline', '2-Pyrrolidinecarboxylic acid']]","[['(S)-1-Pyrroline-5-carboxylate', 'L-1-Pyrroline-5-carboxylate', '1-Pyrroline-5-carboxylate']]","[['cpmD, carD', 'carbapenem biosynthesis protein, putative proline dehydrogenase']]"
rnR10485,['malonyl-CoA:(S)-1-pyrroline-5-carboxylate malonyltransferase (cyclizing)'],"[['Malonyl-CoA', 'Malonyl coenzyme A'], ['(S)-1-Pyrroline-5-carboxylate', 'L-1-Pyrroline-5-carboxylate', '1-Pyrroline-5-carboxylate']]","[['(2S,5S)-trans-Carboxymethylproline', '(2S,5S)-5-Carboxymethylproline']]","[['cpmB, carB', 'carboxymethylproline synthase']]"
rnR10556,"['(2S,5S)-5-carboxymethylproline cyclo-ligase (AMP-forming)']","[['(2S,5S)-trans-Carboxymethylproline', '(2S,5S)-5-Carboxymethylproline']]","[['(3S,5S)-Carbapenam-3-carboxylic acid', '(3S,5S)-Carbapenam-3-carboxylate']]","[['cpmA, carA', 'carbapenam-3-carboxylate synthase']]"
rnR10415,"['(3S,5S)-carbapenam-3-carboxylate,2-oxoglutarate:oxygen oxidoreductase (dehydrating)']","[['(3S,5S)-Carbapenam-3-carboxylic acid', '(3S,5S)-Carbapenam-3-carboxylate']]","[['(5R)-Carbapen-2-em-3-carboxylate', '1-Carbapen-2-em-3-carboxylic acid', '(5R)-Carbapenem-3-carboxylic acid', '(5R)-Carbapenem-3-carboxylate', '(5R)-7-Oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylate']]","[['thnQ, cmmQ', '2-oxoglutarate-dependent dioxygenase'], ['cpmC, carC', '(5R)-carbapenem-3-carboxylate synthase']]"
rnR10747,['CoA nucleotidohydrolase'],"[['CoA', 'Coenzyme A', 'CoA-SH']]","[[""Pantetheine 4'-phosphate"", ""4'-Phosphopantetheine"", 'Phosphopantetheine', ""D-Pantetheine 4'-phosphate""]]","[['thnR', 'coenzyme A diphosphatase']]"
rnR10748,"[""pantetheine-4'-phosphate phosphohydrolase""]","[[""Pantetheine 4'-phosphate"", ""4'-Phosphopantetheine"", 'Phosphopantetheine', ""D-Pantetheine 4'-phosphate""]]","[['Pantetheine', '(R)-Pantetheine']]","[['thnH', ""4'-phosphopantetheine phosphatase""]]"
rnR10745,['acetyl-CoA:thienamycin N-acetyltransferase'],[['Thienamycin']],[['N-Acetylthienamycin']],"[['thnF, cmmF', 'N-acetyltransferase']]"
rnR10737,[],"[['C20817', 'Carbapenem biosynthesis intermediate 1']]","[['C20818', 'Carbapenem biosynthesis intermediate 2']]","[['thnL', 'methyltransferase']]"
rnR10738,[],"[['C20818', 'Carbapenem biosynthesis intermediate 2']]","[['C20819', 'Carbapenem biosynthesis intermediate 5']]","[['thnP', 'methyltransferase']]"
rnR10735,"['OA-6129-A,2-oxoglutarate:oxygen oxidoreductase (8-hydroxylating)']",[['OA-6129 A']],[['OA-6129 B2']],"[['thnQ, cmmQ', '2-oxoglutarate-dependent dioxygenase']]"
rnR10750,[],[['OA-6129 B2']],[['OA-6129 B1']],"[['cmm17', 'putative hydratase']]"
rnR10751,"[""3'-phosphoadenylyl-sulfate:OA-6129-B1 sulfotransferase""]",[['OA-6129 B1']],[['OA-6129 C']],"[['cmmSu', 'putative sulfotransferase']]"
rnR10752,['OA-6129-C amidohydrolase'],[['OA-6129 C']],"[['Deacetylepithienamycin F', 'Deacetyl MM 17880', 'NA 26975']]","[['cmmT, thnT', 'putative pantetheine hydrolase']]"
rnR10746,['acetyl-CoA:deacetyl-MM17880 N-acetyltransferase'],"[['Deacetylepithienamycin F', 'Deacetyl MM 17880', 'NA 26975']]",[['Epithienamycin F']],"[['thnF, cmmF', 'N-acetyltransferase']]"
rnR10741,"['epithienamycin-F,2-oxoglutarate:oxygen oxidoreductase (dehydrating)']",[['Epithienamycin F']],"[['Epithienamycin E', 'MM13902']]","[['thnG, cmmG', '2-oxoglutarate-dependent dioxygenase']]"
rnR10742,"['epithienamycin-E,2-oxoglutarate:oxygen oxidoreductase (sulfoxidation)']","[['Epithienamycin E', 'MM13902']]",[['MM 4550']],"[['thnG, cmmG', '2-oxoglutarate-dependent dioxygenase']]"
rnR10740,"['2,3-dihydrothienamycin,2-oxoglutarate:oxygen oxidoreductase (dehydrating)']","[['2,3-Dihydrothienamycin']]",[['Thienamycin']],"[['thnG, cmmG', '2-oxoglutarate-dependent dioxygenase']]"
