id,name,reactants,products,modifiers
rnR06746,['L-proline:[peptidyl-carrier protein] ligase (AMP-forming)'],"[['L-Proline', '2-Pyrrolidinecarboxylic acid']]","[['L-Prolyl-[pcp]', 'L-Prolyl-S-[pcp]', 'L-Prolyl-[peptidyl-carrier protein]']]","[['L-proline---[L-prolyl-carrier protein] ligase', 'pltF (gene name)', 'bmp4 (gene name)', 'pigI (gene name)']]"
rnR06747,['L-prolyl-[peptidyl-carrier protein]:electron-transfer flavoprotein oxidoreductase'],"[['L-Prolyl-[pcp]', 'L-Prolyl-S-[pcp]', 'L-Prolyl-[peptidyl-carrier protein]']]","[['Pyrrole-2-carbonyl-[pcp]', '1H-Pyrrole-2-carbonyl-[peptidyl-carrier protein]']]","[['L-prolyl-[peptidyl-carrier protein] dehydrogenase', 'pigA (gene name)', 'bmp3 (gene name)', 'pltE (gene name)', 'redW (gene name)', '(L-prolyl)-[peptidyl-carrier protein]:electron-transfer flavoprotein oxidoreductase']]"
rnR06772,"[""carbamoyl phosphate:decarbamoylnovobiocin 3''-O-carbamoyltransferase""]",[['Decarbamoylnovobiocin']],[['Novobiocin']],"[['decarbamoylnovobiocin carbamoyltransferase', 'novN (gene name)']]"
rnR06771,"[""S-adenosyl-L-methionine:demethyldecarbamoylnovobiocin 4''-O-methyltransferase""]",[['Demethyldecarbamoylnovobiocin']],[['Decarbamoylnovobiocin']],"[['demethyldecarbamoylnovobiocin O-methyltransferase', 'NovP']]"
rnR06770,['dTDP-4-O-demethyl-beta-L-noviose:novobiocic-acid 7-O-[4-O-demethyl-L-noviosyl]transferase'],"[['Novobiocic acid'], ['dTDP-5-dimethyl-L-lyxose', 'dTDP-4-O-demethyl-beta-L-noviose']]",[['Demethyldecarbamoylnovobiocin']],"[['L-demethylnoviosyl transferase', 'novM (gene name)', 'dTDP-beta-L-noviose:novobiocic acid 7-O-noviosyltransferase', 'L-noviosyl transferase']]"
rnR10453,"['3-dimethylallyl-4-hydroxybenzoate:3-amino-4,7-dihydroxycoumarin ligase (AMP-forming)']","[['3-Dimethylallyl-4-hydroxybenzoate', '4-Hydroxy-3-prenylbenzoate'], ['3-Amino-4,7-dihydroxycoumarin']]",[['8-Demethylnovobiocic acid']],"[['8-demethylnovobiocic acid synthase', 'novL (gene name)', 'novobiocin ligase', 'novobiocic acid synthetase (misleading)', '8-desmethyl-novobiocic acid synthetase', '8-demethylnovobiocic acid synthetase', '3-dimethylallyl-4-hydroxybenzoate:3-amino-4,7-dihydroxycoumarin ligase (AMP-forming)']]"
rnR06759,['4-hydroxy-3-prenylmandelate:oxygen oxidoreductase (4-hydroxy-3-prenylbenzoate forming)'],"[['3-Dimethylallyl-4-hydroxymandelic acid', '3-Dimethylallyl-4-hydroxymandelate', '4-Hydroxy-3-prenylmandelate']]","[['3-Dimethylallyl-4-hydroxybenzoate', '4-Hydroxy-3-prenylbenzoate']]","[['4-hydroxy-3-prenylbenzoate synthase', 'CloR', 'novR (gene name)']]"
rnR06758,"['3-(4-hydroxy-3-prenylphenyl)pyruvate:oxygen 1,2-oxidoreductase (4-hydroxy-3-prenylmandelate-forming)']","[['3-Dimethylallyl-4-hydroxyphenylpyruvate', '3-(4-Hydroxy-3-prenylphenyl)pyruvate', '3-[4-Hydroxy-3-(2-methylprop-1-en-1-yl)phenyl]-2-oxopropanoate']]","[['3-Dimethylallyl-4-hydroxymandelic acid', '3-Dimethylallyl-4-hydroxymandelate', '4-Hydroxy-3-prenylmandelate']]","[['4-hydroxy-3-prenylphenylpyruvate oxygenase', 'CloR']]"
rnR00734,['L-tyrosine:2-oxoglutarate aminotransferase'],"[['L-Tyrosine', '(S)-3-(p-Hydroxyphenyl)alanine', '(S)-2-Amino-3-(p-hydroxyphenyl)propionic acid', 'Tyrosine']]","[['3-(4-Hydroxyphenyl)pyruvate', '4-Hydroxyphenylpyruvate', 'p-Hydroxyphenylpyruvic acid']]","[['aromatic-amino-acid transaminase', 'aromatic amino acid aminotransferase', 'aromatic aminotransferase', 'ArAT'], ['aspartate transaminase', 'glutamic-oxaloacetic transaminase', 'glutamic-aspartic transaminase', 'transaminase A', 'AAT', 'AspT', '2-oxoglutarate-glutamate aminotransferase', 'aspartate alpha-ketoglutarate transaminase', 'aspartate aminotransferase', 'aspartate-2-oxoglutarate transaminase', 'aspartic acid aminotransferase', 'aspartic aminotransferase', 'aspartyl aminotransferase', 'AST (ambiguous)', 'glutamate-oxalacetate aminotransferase', 'glutamate-oxalate transaminase', 'glutamic-aspartic aminotransferase', 'glutamic-oxalacetic transaminase', 'glutamic oxalic transaminase', 'GOT (enzyme) [ambiguous]', 'L-aspartate transaminase', 'L-aspartate-alpha-ketoglutarate transaminase', 'L-aspartate-2-ketoglutarate aminotransferase', 'L-aspartate-2-oxoglutarate aminotransferase', 'L-aspartate-2-oxoglutarate-transaminase', 'L-aspartic aminotransferase', 'oxaloacetate-aspartate aminotransferase', 'oxaloacetate transferase', 'aspartate:2-oxoglutarate aminotransferase', 'glutamate oxaloacetate transaminase'], ['histidinol-phosphate transaminase', 'imidazolylacetolphosphate transaminase', 'glutamic-imidazoleacetol phosphate transaminase', 'histidinol phosphate aminotransferase', 'imidazoleacetol phosphate transaminase', 'L-histidinol phosphate aminotransferase', 'histidine:imidazoleacetol phosphate transaminase', 'IAP transaminase', 'imidazolylacetolphosphate aminotransferase'], ['tyrosine transaminase', 'tyrosine aminotransferase', 'glutamic-hydroxyphenylpyruvic transaminase', 'glutamic phenylpyruvic aminotransferase', 'L-phenylalanine 2-oxoglutarate aminotransferase', 'L-tyrosine aminotransferase', 'phenylalanine aminotransferase', 'phenylalanine transaminase', 'phenylalanine-alpha-ketoglutarate transaminase', 'phenylpyruvate transaminase', 'phenylpyruvic acid transaminase', 'tyrosine-alpha-ketoglutarate aminotransferase', 'tyrosine-alpha-ketoglutarate transaminase', 'tyrosine-2-ketoglutarate aminotransferase', 'TyrAT']]"
rnR01728,['prephenate:NAD+ oxidoreductase(decarboxylating)'],"[['Prephenate', 'Prephenic acid']]","[['3-(4-Hydroxyphenyl)pyruvate', '4-Hydroxyphenylpyruvate', 'p-Hydroxyphenylpyruvic acid']]","[['arogenate dehydrogenase', 'arogenic dehydrogenase (ambiguous)', 'cyclohexadienyl dehydrogenase (ambiguous)', 'pretyrosine dehydrogenase (ambiguous)', 'L-arogenate:NAD+ oxidoreductase', 'arogenate dehydrogenase (NAD+)'], ['prephenate dehydrogenase', 'hydroxyphenylpyruvate synthase', 'chorismate mutase---prephenate dehydrogenase']]"
