id,name,reactants,products,modifiers
rnR07376,['L-1-phosphatidylethanolamine:L-serine phosphatidyltransferase'],"[['Phosphatidylethanolamine', '(3-Phosphatidyl)ethanolamine', '(3-Phosphatidyl)-ethanolamine', 'Cephalin', 'O-(1-beta-Acyl-2-acyl-sn-glycero-3-phospho)ethanolamine', '1-Acyl-2-acyl-sn-glycero-3-phosphoethanolamine', 'L-1-Phosphatidylethanolamine']]","[['Phosphatidylserine', 'Phosphatidyl-L-serine', '1,2-Diacyl-sn-glycerol 3-phospho-L-serine', '3-O-sn-Phosphatidyl-L-serine', 'O3-Phosphatidyl-L-serine', 'L-1-Phosphatidylserine']]","[['L-serine-phosphatidylethanolamine phosphatidyltransferase', 'phosphatidylserine synthase 2', 'serine-exchange enzyme II', 'PTDSS2 (gene name)']]"
rnR00846,['sn-glycerol-3-phosphate:oxygen 2-oxidoreductase'],"[['sn-Glycerol 3-phosphate', 'Glycerophosphoric acid', 'D-Glycerol 1-phosphate']]","[['Glycerone phosphate', 'Dihydroxyacetone phosphate', '3-Hydroxy-2-oxopropyl phosphate']]","[['glycerol-3-phosphate oxidase', 'glycerol phosphate oxidase', 'glycerol-1-phosphate oxidase', 'glycerol phosphate oxidase', 'L-alpha-glycerophosphate oxidase', 'alpha-glycerophosphate oxidase', 'L-alpha-glycerol-3-phosphate oxidase']]"
rnR01013,['acyl-CoA:glycerone-phosphate O-acyltransferase'],"[['Glycerone phosphate', 'Dihydroxyacetone phosphate', '3-Hydroxy-2-oxopropyl phosphate']]","[['Acylglycerone phosphate', 'Dihydroxyacetone phosphate acyl ester', '1-Acyl-glycerone 3-phosphate']]","[['glycerone-phosphate O-acyltransferase', 'dihydroxyacetone phosphate acyltransferase (ambiguous)']]"
rnR05794,['CDP-diacylglycerol:choline O-phosphatidyltransferase'],"[['CDP-diacylglycerol', 'CDP-1,2-diacylglycerol', ""1,2-Diacyl-sn-glycero-3-cytidine-5'-diphosphate""]]","[['Phosphatidylcholine', 'Lecithin', 'Phosphatidyl-N-trimethylethanolamine', '1,2-Diacyl-sn-glycero-3-phosphocholine', 'Choline phosphatide', '3-sn-Phosphatidylcholine']]","[['phosphatidylcholine synthase', 'CDP-diglyceride-choline O-phosphatidyltransferase']]"
rnR02242,['acyl-CoA:2-acyl-sn-glycerol-3-phosphate O-acyltransferase'],"[['Acyl-CoA', 'Acyl coenzyme A'], ['2-Acyl-sn-glycerol 3-phosphate']]","[['Phosphatidate', 'Phosphatidic acid', '1,2-Diacyl-sn-glycerol 3-phosphate', '3-sn-Phosphatidate']]","[['2-acylglycerol-3-phosphate O-acyltransferase', '2-acylglycerophosphate acyltransferase']]"
rnR01319,['acyl-CoA:2-acyl-sn-glycero-3-phosphocholine O-acyltransferase'],"[['2-Acyl-sn-glycero-3-phosphocholine', '2-Acylglycero-3-phosphocholine', '1-Lysophosphatidylcholine', '1-Lysolecithin', '3-Lysolecithin']]","[['Phosphatidylcholine', 'Lecithin', 'Phosphatidyl-N-trimethylethanolamine', '1,2-Diacyl-sn-glycero-3-phosphocholine', 'Choline phosphatide', '3-sn-Phosphatidylcholine']]","[['2-acylglycerophosphocholine O-acyltransferase', '2-acylglycerol-3-phosphorylcholine acyltransferase', '2-acylglycerophosphocholine acyltransferase']]"
rnR01318,['acyl-CoA:1-acyl-sn-glycero-3-phosphocholine O-acyltransferase'],"[['1-Acyl-sn-glycero-3-phosphocholine', '1-Acyl-sn-glycerol-3-phosphocholine', 'alpha-Acylglycerophosphocholine', '2-Lysolecithin', '2-Lysophosphatidylcholine', '1-Acylglycerophosphocholine']]","[['Phosphatidylcholine', 'Lecithin', 'Phosphatidyl-N-trimethylethanolamine', '1,2-Diacyl-sn-glycero-3-phosphocholine', 'Choline phosphatide', '3-sn-Phosphatidylcholine']]","[['1-acylglycerophosphocholine O-acyltransferase', 'lysolecithin acyltransferase', '1-acyl-sn-glycero-3-phosphocholine acyltransferase', 'acyl coenzyme A-monoacylphosphatidylcholine acyltransferase', 'acyl-CoA:1-acyl-glycero-3-phosphocholine transacylase', 'lysophosphatide acyltransferase', 'lysophosphatidylcholine acyltransferase']]"
rnR01321,"['CDP-choline:1,2-diacyl-sn-glycerol cholinephosphotransferase']","[['CDP-choline', ""Cytidine 5'-diphosphocholine"", 'Citicoline'], ['1,2-Diacyl-sn-glycerol', '1,2-Diacylglycerol', 'L-1,2-Diacylglycerol']]","[['Phosphatidylcholine', 'Lecithin', 'Phosphatidyl-N-trimethylethanolamine', '1,2-Diacyl-sn-glycero-3-phosphocholine', 'Choline phosphatide', '3-sn-Phosphatidylcholine']]","[['diacylglycerol cholinephosphotransferase', 'phosphorylcholine-glyceride transferase', 'alkylacylglycerol cholinephosphotransferase', '1-alkyl-2-acetylglycerol cholinephosphotransferase', 'cholinephosphotransferase', 'CPT (ambiguous)', 'alkylacylglycerol choline phosphotransferase', 'diacylglycerol choline phosphotransferase', '1-alkyl-2-acetyl-m-glycerol:CDPcholine choline phosphotransferase', 'CDP-choline diglyceride phosphotransferase', 'cytidine diphosphocholine glyceride transferase', 'cytidine diphosphorylcholine diglyceride transferase', 'phosphocholine diacylglyceroltransferase', 'sn-1,2-diacylglycerol cholinephosphotransferase', '1-alkyl-2-acetyl-sn-glycerol cholinephosphotransferase', 'CDP choline:1,2-diacylglycerol cholinephosphotransferase', 'CDP-choline:1,2-diacylglycerol cholinephosphotransferase']]"
rnR01890,['CTP:choline-phosphate cytidylyltransferase'],"[['Choline phosphate', 'Phosphorylcholine', 'Phosphocholine', 'O-Phosphocholine']]","[['CDP-choline', ""Cytidine 5'-diphosphocholine"", 'Citicoline']]","[['choline-phosphate cytidylyltransferase', 'phosphorylcholine transferase', 'CDP-choline pyrophosphorylase', 'CDP-choline synthetase', 'choline phosphate cytidylyltransferase', 'CTP-phosphocholine cytidylyltransferase', 'CTP:phosphorylcholine cytidylyltransferase', 'cytidine diphosphocholine pyrophosphorylase', 'phosphocholine cytidylyltransferase', 'phosphorylcholine cytidylyltransferase', 'phosphorylcholine:CTP cytidylyltransferase']]"
rnR01021,['ATP:choline phosphotransferase'],"[['Choline', 'Bilineurine']]","[['Choline phosphate', 'Phosphorylcholine', 'Phosphocholine', 'O-Phosphocholine']]","[['choline kinase', 'choline kinase (phosphorylating)', 'choline phosphokinase', 'choline-ethanolamine kinase']]"
