id,name,reactants,products,modifiers
rnR03542,['alpha-aminopropiononitrile aminohydrolase'],[['alpha-Aminopropiononitrile']],"[['Alanine', '2-Aminopropionic acid', '2-Aminopropanoic acid']]","[['nitrilase', 'acetonitrilase', 'benzonitrilase']]"
rnR01887,['gamma-amino-gamma-cyanobutanoate aminohydrolase'],"[['gamma-Amino-gamma-cyanobutanoate', '4-Amino-4-cyanobutanoic acid']]","[['Glutamate', 'Glutaminic acid', '2-Aminoglutaric acid']]","[['nitrilase', 'acetonitrilase', 'benzonitrilase']]"
rnR01408,['formamide hydro-lyase (cyanide-forming)'],"[['Hydrogen cyanide', 'HCN', 'Cyanide']]","[['Formamide', 'Methanamide']]","[['cyanide hydratase', 'formamide dehydratase', 'formamide hydro-lyase']]"
rnR07638,['(Z)-phenylacetaldehyde-oxime hydro-lyase'],"[['(Z)-Phenylacetaldehyde oxime', 'Z-Phenylacetaldoxime']]","[['Phenylacetonitrile', 'Benzyl cyanide']]","[['phenylacetaldoxime dehydratase', 'PAOx dehydratase', 'arylacetaldoxime dehydratase', 'OxdB', '(Z)-phenylacetaldehyde-oxime hydro-lyase'], ['phenylacetaldehyde oxime monooxygenase', 'CYP71AN24 (gene name)']]"
rnR00483,['L-aspartate:ammonia ligase (AMP-forming)'],"[['L-Aspartate', 'L-Aspartic acid', '2-Aminosuccinic acid', 'L-Asp']]","[['L-Asparagine', '2-Aminosuccinamic acid']]","[['aspartate---ammonia ligase', 'asparagine synthetase', 'L-asparagine synthetase']]"
rnR03970,['(5-glutamyl)-peptide:amino-acid 5-glutamyltransferase'],"[['3-Cyano-L-alanine', 'L-3-Cyanoalanine', 'L-beta-Cyanoalanine']]",[['gamma-Glutamyl-beta-cyanoalanine']],"[['gamma-glutamyltransferase', 'glutamyl transpeptidase', 'alpha-glutamyl transpeptidase', 'gamma-glutamyl peptidyltransferase', 'gamma-glutamyl transpeptidase (ambiguous)', 'gamma-GPT', 'gamma-GT', 'gamma-GTP', 'L-gamma-glutamyl transpeptidase', 'L-gamma-glutamyltransferase', 'L-glutamyltransferase', 'GGT (ambiguous)', 'gamma-glutamyltranspeptidase (ambiguous)']]"
rnR03524,['L-cysteine hydrogen-sulfide-lyase (adding HCN)'],"[['Hydrogen cyanide', 'HCN', 'Cyanide'], ['L-Cysteine', 'L-2-Amino-3-mercaptopropionic acid']]","[['3-Cyano-L-alanine', 'L-3-Cyanoalanine', 'L-beta-Cyanoalanine']]","[['L-3-cyanoalanine synthase', 'beta-cyanoalanine synthase', 'beta-cyanoalanine synthetase', 'beta-cyano-L-alanine synthase', 'L-cysteine hydrogen-sulfide-lyase (adding HCN)']]"
rnR00486,['3-cyano-L-alanine aminohydrolase'],"[['3-Cyano-L-alanine', 'L-3-Cyanoalanine', 'L-beta-Cyanoalanine']]","[['L-Aspartate', 'L-Aspartic acid', '2-Aminosuccinic acid', 'L-Asp']]","[['cyanoalanine nitrilase', 'beta-cyanoalanine nitrilase']]"
rnR00485,['L-asparagine amidohydrolase'],"[['L-Asparagine', '2-Aminosuccinamic acid']]","[['L-Aspartate', 'L-Aspartic acid', '2-Aminosuccinic acid', 'L-Asp']]","[['asparaginase', 'asparaginase II', 'L-asparaginase', 'colaspase', 'elspar', 'leunase', 'crasnitin', 'alpha-asparaginase', 'crisantaspase']]"
rnR10040,['beta-D-glucoside glucohydrolase'],"[['Linamarin', 'Phaseolunatin']]","[['Acetone cyanohydrin', 'alpha-Hydroxyisobutyronitrile', '2-Hydroxy-2-methylpropanenitrile', '2-Methyllactonitrile', 'Acetone cyanhydrin', '2-Hydroxyisobutyronitrile']]","[['beta-glucosidase', 'gentiobiase', 'cellobiase', 'emulsin', 'elaterase', 'aryl-beta-glucosidase', 'beta-D-glucosidase', 'beta-glucoside glucohydrolase', 'arbutinase', 'amygdalinase', 'p-nitrophenyl beta-glucosidase', 'primeverosidase', 'amygdalase', 'linamarase', 'salicilinase', 'beta-1,6-glucosidase']]"
rnR03971,['gamma-glutamyl-beta-aminopropiononitrile amidohydrolase'],"[['3-Aminopropiononitrile', 'beta-Aminopropionitrile']]","[['gamma-Glutamyl-beta-aminopropiononitrile', 'gamma-Glutamyl-3-aminopropiononitrile']]","[['gamma-glutamyltransferase', 'glutamyl transpeptidase', 'alpha-glutamyl transpeptidase', 'gamma-glutamyl peptidyltransferase', 'gamma-glutamyl transpeptidase (ambiguous)', 'gamma-GPT', 'gamma-GT', 'gamma-GTP', 'L-gamma-glutamyl transpeptidase', 'L-gamma-glutamyltransferase', 'L-glutamyltransferase', 'GGT (ambiguous)', 'gamma-glutamyltranspeptidase (ambiguous)']]"
rnR01267,['L-asparagine hydro-lyase (3-cyanoalanine-forming)'],"[['3-Cyano-L-alanine', 'L-3-Cyanoalanine', 'L-beta-Cyanoalanine']]","[['L-Asparagine', '2-Aminosuccinamic acid']]","[['3-cyanoalanine hydratase', 'beta-cyanoalanine hydrolase', 'beta-cyanoalanine hydratase', 'beta-CNAla hydrolase', 'beta-CNA nitrilase', 'L-asparagine hydro-lyase']]"
rnR00945,"['5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase']","[['Glycine', 'Aminoacetic acid', 'Gly']]","[['L-Serine', 'L-2-Amino-3-hydroxypropionic acid', 'L-3-Hydroxy-alanine', 'Serine']]","[['glycine hydroxymethyltransferase', 'serine aldolase', 'threonine aldolase', 'serine hydroxymethylase', 'serine hydroxymethyltransferase', 'allothreonine aldolase', 'L-serine hydroxymethyltransferase', 'L-threonine aldolase', 'serine transhydroxymethylase']]"
rnR01767,['mandelonitrile benzaldehyde-lyase (cyanide-forming)'],"[['Mandelonitrile', 'Benzaldehyde cyanohydrin', '(R)-Mandelonitrile']]","[['Hydrogen cyanide', 'HCN', 'Cyanide']]","[['(R)-mandelonitrile lyase', '(R)-oxynitrilase', 'oxynitrilase', 'D-oxynitrilase', 'D-alpha-hydroxynitrile lyase', 'mandelonitrile benzaldehyde-lyase', 'PaHNL', 'AtHNL', 'PhaMDL', '(R)-HNL', '(R)-PeHNL', '(R)-hydroxynitrile lyase', 'R-selective hydroxynitrile lyase', 'R-selective HNL', '(R)-(+)-mandelonitrile lyase']]"
rnR02676,['4-hydroxymandelonitrile hydroxybenzaldehyde-lyase'],[['(S)-4-Hydroxymandelonitrile']],"[['Hydrogen cyanide', 'HCN', 'Cyanide']]","[['hydroxymandelonitrile lyase', 'hydroxynitrile lyase', 'oxynitrilase', 'Sorghum hydroxynitrile lyase', '(S)-4-hydroxymandelonitrile hydroxybenzaldehyde-lyase']]"
rnR02985,['amygdalin beta-glucosidase'],"[['Amygdalin', '(R)-Amygdalin', '(R)-Amygdaloside', '(R)-Laenitrile']]","[['Prunasin', '(R)-Prunasin']]","[['amygdalin beta-glucosidase', 'amygdalase', 'amygdalinase', 'amygdalin hydrolase', 'amygdalin glucosidase'], ['beta-glucosidase', 'gentiobiase', 'cellobiase', 'emulsin', 'elaterase', 'aryl-beta-glucosidase', 'beta-D-glucosidase', 'beta-glucoside glucohydrolase', 'arbutinase', 'amygdalinase', 'p-nitrophenyl beta-glucosidase', 'primeverosidase', 'amygdalase', 'linamarase', 'salicilinase', 'beta-1,6-glucosidase']]"
rnR01553,['acetone-cyanohydrin acetone-lyase (cyanide-forming)'],"[['Acetone cyanohydrin', 'alpha-Hydroxyisobutyronitrile', '2-Hydroxy-2-methylpropanenitrile', '2-Methyllactonitrile', 'Acetone cyanhydrin', '2-Hydroxyisobutyronitrile']]","[['Hydrogen cyanide', 'HCN', 'Cyanide']]","[['(S)-hydroxynitrile lyase', '(S)-cyanohydrin producing hydroxynitrile lyase', '(S)-oxynitrilase', '(S)-HbHNL', '(S)-MeHNL', 'hydroxynitrile lyase', 'oxynitrilase', 'HbHNL', 'MeHNL', '(S)-selective hydroxynitrile lyase', '(S)-cyanohydrin carbonyl-lyase (cyanide forming)'], ['aliphatic (R)-hydroxynitrile lyase', '(R)-HNL', '(R)-oxynitrilase', '(R)-hydroxynitrile lyase', 'LuHNL']]"
rnR05704,['glycine:acceptor oxidoreductase (hydrogen-cyanide-forming)'],"[['Glycine', 'Aminoacetic acid', 'Gly']]","[['Hydrogen cyanide', 'HCN', 'Cyanide']]","[['glycine dehydrogenase (cyanide-forming)', 'hydrogen cyanide synthase', 'HCN synthase']]"
rnR09358,['(2R)-2-hydroxy-2-methylbutanenitrile butan-2-one-lyase (cyanide forming)'],"[['(2R)-2-Hydroxy-2-methylbutanenitrile', '2-Hydroxy-2-methylbutanenitrile']]","[['Hydrogen cyanide', 'HCN', 'Cyanide']]","[['aliphatic (R)-hydroxynitrile lyase', '(R)-HNL', '(R)-oxynitrilase', '(R)-hydroxynitrile lyase', 'LuHNL']]"
rnR00730,"['L-tyrosine,[reduced NADPH-hemoprotein reductase]:oxygen oxidoreductase (N-hydroxylating)']","[['L-Tyrosine', '(S)-3-(p-Hydroxyphenyl)alanine', '(S)-2-Amino-3-(p-hydroxyphenyl)propionic acid', 'Tyrosine']]",[['N-Hydroxy-L-tyrosine']],"[['tyrosine N-monooxygenase', 'tyrosine N-hydroxylase', 'CYP79A1']]"
rnR04460,"['N-hydroxy-L-tyrosine,[reduced NADPH-hemoprotein reductase]:oxygen oxidoreductase (N-hydroxylating)']",[['N-Hydroxy-L-tyrosine']],"[['N,N-Dihydroxy-L-tyrosine']]","[['tyrosine N-monooxygenase', 'tyrosine N-hydroxylase', 'CYP79A1']]"
rnR07190,[],"[['N,N-Dihydroxy-L-tyrosine']]","[['(E)-4-Hydroxyphenylacetaldehyde oxime', '(E)-[4-Hydroxyphenylacetaldehyde oxime]']]","[['tyrosine N-monooxygenase', 'tyrosine N-hydroxylase', 'CYP79A1']]"
rnR10029,[],"[['N,N-Dihydroxy-L-isoleucine']]",[['(E)-2-Methylbutanal oxime']],"[['isoleucine N-monooxygenase', 'CYP79D3 (gene name)', 'CYP79D4 (gene name)'], ['valine N-monooxygenase', 'CYP79D1', 'CYP79D2']]"
rnR10028,"['N-hydroxy-L-isoleucine,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (N-hydroxylating)']",[['N-Hydroxy-L-isoleucine']],"[['N,N-Dihydroxy-L-isoleucine']]","[['valine N-monooxygenase', 'CYP79D1', 'CYP79D2'], ['isoleucine N-monooxygenase', 'CYP79D3 (gene name)', 'CYP79D4 (gene name)']]"
rnR10027,"['L-isoleucine,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (N-hydroxylating)']","[['L-Isoleucine', '2-Amino-3-methylvaleric acid']]",[['N-Hydroxy-L-isoleucine']],"[['valine N-monooxygenase', 'CYP79D1', 'CYP79D2'], ['isoleucine N-monooxygenase', 'CYP79D3 (gene name)', 'CYP79D4 (gene name)']]"
rnR10033,[],"[['N,N-Dihydroxy-L-valine']]","[['(E)-2-Methylpropanal oxime', '(E)-Isobutyraldehyde oxime', '(E)-Isobutanal oxime']]","[['valine N-monooxygenase', 'CYP79D1', 'CYP79D2'], ['isoleucine N-monooxygenase', 'CYP79D3 (gene name)', 'CYP79D4 (gene name)']]"
rnR10032,"['N-hydroxy-L-valine,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (N-hydroxylating)']",[['N-Hydroxy-L-valine']],"[['N,N-Dihydroxy-L-valine']]","[['isoleucine N-monooxygenase', 'CYP79D3 (gene name)', 'CYP79D4 (gene name)'], ['valine N-monooxygenase', 'CYP79D1', 'CYP79D2']]"
rnR10031,"['L-valine,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (N-hydroxylating)']","[['L-Valine', '2-Amino-3-methylbutyric acid']]",[['N-Hydroxy-L-valine']],"[['isoleucine N-monooxygenase', 'CYP79D3 (gene name)', 'CYP79D4 (gene name)'], ['valine N-monooxygenase', 'CYP79D1', 'CYP79D2']]"
rnR05728,"['(E)-4-hydroxyphenylacetaldehyde oxime,[reduced NADPH-hemoprotein reductase]:oxygen oxidoreductase']","[['(E)-4-Hydroxyphenylacetaldehyde oxime', '(E)-[4-Hydroxyphenylacetaldehyde oxime]']]",[['(S)-4-Hydroxymandelonitrile']],"[['4-hydroxyphenylacetaldehyde oxime monooxygenase', '4-hydroxybenzeneacetaldehyde oxime monooxygenase', 'cytochrome P450II-dependent monooxygenase', 'NADPH-cytochrome P450 reductase (CYP71E1)', 'CYP71E1', '4-hydroxyphenylacetaldehyde oxime,NADPH:oxygen oxidoreductase']]"
rnR04296,['UDPglucose:(S)-4-hydroxymandelonitrile beta-D-glucosyltransferase'],[['(S)-4-Hydroxymandelonitrile']],"[['Dhurrin', '(S)-4-Hydroxymandelonitrile beta-D-glucoside']]","[['cyanohydrin beta-glucosyltransferase', 'uridine diphosphoglucose-p-hydroxymandelonitrile glucosyltransferase', 'UDP-glucose-p-hydroxymandelonitrile glucosyltransferase', 'uridine diphosphoglucose-cyanohydrin glucosyltransferase', 'uridine diphosphoglucose:aldehyde cyanohydrin beta-glucosyltransferase', 'UDP-glucose:(S)-4-hydroxymandelonitrile beta-D-glucosyltransferase', 'UGT85B1', 'UDP-glucose:p-hydroxymandelonitrile-O-glucosyltransferase', 'UDP-D-glucose:(S)-4-hydroxymandelonitrile beta-D-glucosyltransferase']]"
rnR03625,['UDPglucose:2-hydroxy-2-methylpropanenitrile beta-D-glucosyltransferase'],"[['Acetone cyanohydrin', 'alpha-Hydroxyisobutyronitrile', '2-Hydroxy-2-methylpropanenitrile', '2-Methyllactonitrile', 'Acetone cyanhydrin', '2-Hydroxyisobutyronitrile']]","[['Linamarin', 'Phaseolunatin']]","[['linamarin synthase', 'uridine diphosphoglucose-ketone glucosyltransferase', 'uridine diphosphate-glucose-ketone cyanohydrin beta-glucosyltransferase', 'UDP glucose ketone cyanohydrin glucosyltransferase', 'UDP-glucose:ketone cyanohydrin beta-glucosyltransferase', 'uridine diphosphoglucose-ketone cyanohydrin glucosyltransferase']]"
rnR02558,['(R)-prunasin beta-D-glucohydrolase'],"[['Prunasin', '(R)-Prunasin']]","[['Mandelonitrile', 'Benzaldehyde cyanohydrin', '(R)-Mandelonitrile']]","[['prunasin beta-glucosidase', 'prunasin hydrolase'], ['beta-glucosidase', 'gentiobiase', 'cellobiase', 'emulsin', 'elaterase', 'aryl-beta-glucosidase', 'beta-D-glucosidase', 'beta-glucoside glucohydrolase', 'arbutinase', 'amygdalinase', 'p-nitrophenyl beta-glucosidase', 'primeverosidase', 'amygdalase', 'linamarase', 'salicilinase', 'beta-1,6-glucosidase']]"
rnR10039,['beta-D-glucoside glucohydrolase'],[['Lotaustralin']],"[['(2R)-2-Hydroxy-2-methylbutanenitrile', '2-Hydroxy-2-methylbutanenitrile']]","[['beta-glucosidase', 'gentiobiase', 'cellobiase', 'emulsin', 'elaterase', 'aryl-beta-glucosidase', 'beta-D-glucosidase', 'beta-glucoside glucohydrolase', 'arbutinase', 'amygdalinase', 'p-nitrophenyl beta-glucosidase', 'primeverosidase', 'amygdalase', 'linamarase', 'salicilinase', 'beta-1,6-glucosidase']]"
rnR10035,['beta-D-glucoside glucohydrolase'],"[['Dhurrin', '(S)-4-Hydroxymandelonitrile beta-D-glucoside']]",[['(S)-4-Hydroxymandelonitrile']],"[['beta-glucosidase', 'gentiobiase', 'cellobiase', 'emulsin', 'elaterase', 'aryl-beta-glucosidase', 'beta-D-glucosidase', 'beta-glucoside glucohydrolase', 'arbutinase', 'amygdalinase', 'p-nitrophenyl beta-glucosidase', 'primeverosidase', 'amygdalase', 'linamarase', 'salicilinase', 'beta-1,6-glucosidase']]"
rnR09579,"['L-phenylalanine,NADPH:oxygen oxidoreductase (N-hydroxylating)']","[['L-Phenylalanine', '(S)-alpha-Amino-beta-phenylpropionic acid']]","[['N-Hydroxy-L-phenylalanine', '2-(Hydroxyamino)-3-phenylpropanoate']]","[['phenylalanine N-monooxygenase', 'phenylalanine N-hydroxylase', 'CYP79A2 (gene name)', 'CYP79D16 (gene name)']]"
rnR09580,"['N-hydroxy-L-phenylalanine,NADPH:oxygen oxidoreductase (N-hydroxylating)']","[['N-Hydroxy-L-phenylalanine', '2-(Hydroxyamino)-3-phenylpropanoate']]","[['N,N-Dihydroxy-L-phenylalanine']]","[['phenylalanine N-monooxygenase', 'phenylalanine N-hydroxylase', 'CYP79A2 (gene name)', 'CYP79D16 (gene name)']]"
rnR09581,[],"[['N,N-Dihydroxy-L-phenylalanine']]","[['(E)-Phenylacetaldoxime', '(E)-Phenylacetaldehyde oxime']]","[['phenylalanine N-monooxygenase', 'phenylalanine N-hydroxylase', 'CYP79A2 (gene name)', 'CYP79D16 (gene name)']]"
