id,name,reactants,products,modifiers
rnR07943,[],"[['1,7-Dimethylxanthine', 'Paraxanthine']]",[['1-Methylxanthine']],"[['unspecific monooxygenase', 'microsomal monooxygenase', 'xenobiotic monooxygenase', 'aryl-4-monooxygenase', 'aryl hydrocarbon hydroxylase', 'microsomal P-450', 'flavoprotein-linked monooxygenase', 'flavoprotein monooxygenase', 'substrate,reduced-flavoprotein:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)']]"
rnR07942,['1-methylxanthine:oxygen oxidoreductase'],[['1-Methylxanthine']],[['1-Methyluric acid']],"[['xanthine oxidase', 'hypoxanthine oxidase', 'hypoxanthine:oxygen oxidoreductase', 'Schardinger enzyme', 'xanthine oxidoreductase', 'hypoxanthine-xanthine oxidase', 'xanthine:O2 oxidoreductase', 'xanthine:xanthine oxidase']]"
rnR07981,[],"[['1,3,7-Trimethyluric acid', '1,3,7-Trimethylurate']]","[['3,6,8-Trimethylallantoin']]","[['factor-independent urate hydroxylase', 'uric acid oxidase', 'uricase', 'uricase II', 'urate oxidase']]"
rnR07978,"['3,7-dimethylxanthine:oxygen oxidoreductase']","[['Theobromine', '3,7-Dimethylxanthine']]","[['3,7-Dimethyluric acid']]","[['xanthine oxidase', 'hypoxanthine oxidase', 'hypoxanthine:oxygen oxidoreductase', 'Schardinger enzyme', 'xanthine oxidoreductase', 'hypoxanthine-xanthine oxidase', 'xanthine:O2 oxidoreductase', 'xanthine:xanthine oxidase']]"
rnR07980,['caffeine:ubiquinone oxidoreductase'],"[['Caffeine', '1,3,7-Trimethylxanthine']]","[['1,3,7-Trimethyluric acid', '1,3,7-Trimethylurate']]",[['caffeine dehydrogenase']]
rnR07919,['S-adenosyl-L-methionine:7-methylxanthine N3-methyltransferase'],[['7-Methylxanthine']],"[['Theobromine', '3,7-Dimethylxanthine']]","[['theobromine synthase', 'monomethylxanthine methyltransferase', 'MXMT', 'CTS1', 'CTS2', 'S-adenosyl-L-methionine:7-methylxanthine 3-N-methyltransferase'], ['caffeine synthase', 'dimethylxanthine methyltransferase', '3N-methyltransferase', 'DXMT', 'CCS1', 'S-adenosyl-L-methionine:3,7-dimethylxanthine 1-N-methyltransferase']]"
rnR07920,"['S-adenosyl-L-methionine:3,7-dimethylxanthine N1-methyltransferase']","[['Theobromine', '3,7-Dimethylxanthine']]","[['Caffeine', '1,3,7-Trimethylxanthine']]","[['caffeine synthase', 'dimethylxanthine methyltransferase', '3N-methyltransferase', 'DXMT', 'CCS1', 'S-adenosyl-L-methionine:3,7-dimethylxanthine 1-N-methyltransferase']]"
rnR07945,[],"[['1,7-Dimethylxanthine', 'Paraxanthine']]","[['1,7-Dimethyluric acid']]","[['unspecific monooxygenase', 'microsomal monooxygenase', 'xenobiotic monooxygenase', 'aryl-4-monooxygenase', 'aryl hydrocarbon hydroxylase', 'microsomal P-450', 'flavoprotein-linked monooxygenase', 'flavoprotein monooxygenase', 'substrate,reduced-flavoprotein:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)']]"
rnR07940,[],"[['1,7-Dimethylxanthine', 'Paraxanthine']]","[['5-Acetylamino-6-formylamino-3-methyluracil', 'AFMU']]","[['arylamine N-acetyltransferase', 'arylamine acetylase', 'beta-naphthylamine N-acetyltransferase', '4-aminobiphenyl N-acetyltransferase', 'acetyl CoA-arylamine N-acetyltransferase', '2-naphthylamine N-acetyltransferase', 'arylamine acetyltransferase', 'indoleamine N-acetyltransferase', 'N-acetyltransferase (ambiguous)', 'p-aminosalicylate N-acetyltransferase', 'serotonin acetyltransferase', 'serotonin N-acetyltransferase']]"
rnR07918,['7-methylxanthosine ribohydrolase'],[['7-Methylxanthosine']],[['7-Methylxanthine']],"[['N-methyl nucleosidase', '7-methylxanthosine nucleosidase', 'N-MeNase', 'N-methyl nucleoside hydrolase', 'methylpurine nucleosidase']]"
