id,name,reactants,products,modifiers
rnR05501,[],"[['Trichloroethene', 'Trichloroethylene', 'TCE']]","[['cis-1,2-Dichloroethene', 'cis-Acetylene dichloride']]","[['pceA', 'tetrachloroethene reductive dehalogenase']]"
rnR05500,[],"[['Trichloroethene', 'Trichloroethylene', 'TCE']]","[['trans-1,2-Dichloroethene', 'trans-Acetylene dichloride']]","[['pceA', 'tetrachloroethene reductive dehalogenase']]"
rnR05499,[],"[['Tetrachloroethene', 'Perchloroethylene', 'PCE']]","[['Trichloroethene', 'Trichloroethylene', 'TCE']]","[['pceA', 'tetrachloroethene reductive dehalogenase']]"
rnR05496,['reduced ferredoxin:acetylene oxidoreductase (ATP-hydrolysing)'],"[['Acetylene', 'Ethyne']]","[['Ethylene', 'Ethene']]","[['anfG', 'nitrogenase delta subunit']]"
rnR05842,['ethylene oxide hydrolase'],[['Ethylene oxide']],"[['Ethylene glycol', '1,2-Ethanediol', 'Ethane-1,2-diol']]","[['EPHX2', 'soluble epoxide hydrolase / lipid-phosphate phosphatase']]"
rnR05444,[],"[['Ethylene', 'Ethene']]",[['Ethylene oxide']],"[['etnC', 'alkene monooxygenase alpha subunit']]"
rnR05380,['acetaldehyde hydro-lyase'],"[['Acetylene', 'Ethyne']]","[['Acetaldehyde', 'Ethanal']]","[['ahy', 'acetylene hydratase']]"
rnR05367,"['trans-1,3-dichloropropene chlorohydrolase']","[['trans-1,3-Dichloropropene', 'trans-3-Chloroallyl chloride']]","[['trans-3-Chloro-2-propene-1-ol', 'trans-3-Chloroallyl alcohol']]","[['dhaA', 'haloalkane dehalogenase']]"
rnR05368,"['cis-1,3-dichloropropene chlorohydrolase']","[['cis-1,3-Dichloropropene']]","[['cis-3-Chloro-2-propene-1-ol', 'cis-3-Chloroallyl alcohol']]","[['dhaA', 'haloalkane dehalogenase']]"
rnR05233,['trans-3-chloro-2-propene-1-ol:NAD+ oxidoreductase'],"[['trans-3-Chloro-2-propene-1-ol', 'trans-3-Chloroallyl alcohol']]","[['trans-3-Chloroallyl aldehyde', 'trans-3-Chloro-2-propenal']]","[['adhP', 'alcohol dehydrogenase, propanol-preferring']]"
rnR05234,['cis-3-chloro-2-propene-1-ol:NAD+ oxidoreductase'],"[['cis-3-Chloro-2-propene-1-ol', 'cis-3-Chloroallyl alcohol']]","[['cis-3-Chloroallyl aldehyde', 'cis-3-Chloro-2-propenal']]","[['adhP', 'alcohol dehydrogenase, propanol-preferring']]"
rnR05237,[],"[['trans-3-Chloroallyl aldehyde', 'trans-3-Chloro-2-propenal']]",[['trans-3-Chloroacrylic acid']],"[['ALDH', 'aldehyde dehydrogenase (NAD+)']]"
rnR05238,[],"[['cis-3-Chloroallyl aldehyde', 'cis-3-Chloro-2-propenal']]",[['cis-3-Chloroacrylic acid']],"[['ALDH', 'aldehyde dehydrogenase (NAD+)']]"
rnR05371,['trans-3-chloroacrylic acid chlorohydrolase'],[['trans-3-Chloroacrylic acid']],"[['3-Oxopropanoate', 'Malonate semialdehyde']]","[['caaD1', 'alpha-subunit of trans-3-chloroacrylic acid dehalogenase']]"
rnR05372,['cis-3-chloroacrylic acid chlorohydrolase'],[['cis-3-Chloroacrylic acid']],"[['3-Oxopropanoate', 'Malonate semialdehyde']]","[['cis-caaD', 'cis-3-chloroacrylic acid dehalogenase']]"
