id,name,reactants,products,modifiers
rnR07281,"['D-ribulose 5-phosphate formate-lyase (L-3,4-dihydroxybutan-2-one 4-phosphate-forming)']",[['D-Ribulose 5-phosphate']],"[['L-3,4-Dihydroxybutan-2-one 4-phosphate', '1-Deoxy-L-glycero-tetrulose 4-phosphate', '2-Hydroxy-3-oxobutyl phosphate']]","[['ribB, RIB3', '3,4-dihydroxy 2-butanone 4-phosphate synthase']]"
rnR07280,['5-amino-6-(5-phospho-D-ribitylamino)uracil phosphohydrolase'],"[[""5-Amino-6-(5'-phospho-D-ribitylamino)uracil"", ""5-Amino-2,6-dioxy-4-(5'-phospho-D-ribitylamino)pyrimidine"", '5-Amino-6-(5-phospho-D-ribitylamino)uracil']]","[['5-Amino-6-(1-D-ribitylamino)uracil', '5-Amino-6-(D-ribitylamino)uracil', '6-(1-D-Ribitylamino)-5-amino-2,4-dihydroxypyrimidine', '6-(1-D-Ribitylamino)-5-aminouracil', '4-(1-D-Ribitylamino)-5-amino-2,6-dihydroxypyrimidine']]","[['PYRP2', '5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase']]"
rnR00549,"[""ATP:riboflavin 5'-phosphotransferase""]","[['Riboflavin', 'Lactoflavin', '7,8-Dimethyl-10-ribitylisoalloxazine', 'Vitamin B2']]","[['FMN', 'Riboflavin-5-phosphate', 'Flavin mononucleotide']]","[['RFK, FMN1', 'riboflavin kinase']]"
rnR04457,['5-amino-6-(D-ribitylamino)uracil butanedionetransferase'],"[['5-Amino-6-(1-D-ribitylamino)uracil', '5-Amino-6-(D-ribitylamino)uracil', '6-(1-D-Ribitylamino)-5-amino-2,4-dihydroxypyrimidine', '6-(1-D-Ribitylamino)-5-aminouracil', '4-(1-D-Ribitylamino)-5-amino-2,6-dihydroxypyrimidine'], ['L-3,4-Dihydroxybutan-2-one 4-phosphate', '1-Deoxy-L-glycero-tetrulose 4-phosphate', '2-Hydroxy-3-oxobutyl phosphate']]","[['6,7-Dimethyl-8-(D-ribityl)lumazine']]","[['ribH, RIB4', '6,7-dimethyl-8-ribityllumazine synthase']]"
rnR00066,"['6,7-dimethyl-8-(1-D-ribityl)lumazine:6,7-dimethyl-8-(1-D-ribityl)lumazine 2,3-butanediyltransferase']","[['6,7-Dimethyl-8-(D-ribityl)lumazine']]","[['5-Amino-6-(1-D-ribitylamino)uracil', '5-Amino-6-(D-ribitylamino)uracil', '6-(1-D-Ribitylamino)-5-amino-2,4-dihydroxypyrimidine', '6-(1-D-Ribitylamino)-5-aminouracil', '4-(1-D-Ribitylamino)-5-amino-2,6-dihydroxypyrimidine'], ['Riboflavin', 'Lactoflavin', '7,8-Dimethyl-10-ribitylisoalloxazine', 'Vitamin B2']]","[['ribE, RIB5', 'riboflavin synthase']]"
rnR03458,"[""5-amino-6-(5-phosphoribitylamino)uracil:NADP+ 1'-oxidoreductase""]","[[""5-Amino-6-(5'-phosphoribosylamino)uracil"", ""5-Amino-6-(ribosylamino)-2,4-(1H,3H)-pyrimidinedione 5'-phosphate"", '5-Amino-6-(5-phosphoribosylamino)uracil']]","[[""5-Amino-6-(5'-phospho-D-ribitylamino)uracil"", ""5-Amino-2,6-dioxy-4-(5'-phospho-D-ribitylamino)pyrimidine"", '5-Amino-6-(5-phospho-D-ribitylamino)uracil']]","[['ribD2', '5-amino-6-(5-phosphoribosylamino)uracil reductase']]"
rnR03459,"['2,5-diamino-6-hydroxy-4-(5-phosphoribosylamino)-pyrimidine 2-aminohydrolase']","[['2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one', ""2,5-Diamino-6-(1-D-ribosylamino)pyrimidin-4(3H)-one 5'-phosphate""]]","[[""5-Amino-6-(5'-phosphoribosylamino)uracil"", ""5-Amino-6-(ribosylamino)-2,4-(1H,3H)-pyrimidinedione 5'-phosphate"", '5-Amino-6-(5-phosphoribosylamino)uracil']]","[['ribD1', 'diaminohydroxyphosphoribosylaminopyrimidine deaminase']]"
rnR00425,"['GTP 7,8-8,9-dihydrolase (diphosphate-forming)']","[['GTP', ""Guanosine 5'-triphosphate""]]","[['2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one', ""2,5-Diamino-6-(1-D-ribosylamino)pyrimidin-4(3H)-one 5'-phosphate""]]","[['ribA, RIB1', 'GTP cyclohydrolase II']]"
rnR00161,['ATP:FMN adenylyltransferase'],"[['FMN', 'Riboflavin-5-phosphate', 'Flavin mononucleotide']]","[['FAD', 'Flavin adenine dinucleotide']]","[['FLAD1', 'FAD synthetase']]"
rnR00160,['FAD nucleotidohydrolase'],"[['FAD', 'Flavin adenine dinucleotide']]","[['FMN', 'Riboflavin-5-phosphate', 'Flavin mononucleotide']]","[['ENPP1_3, CD203', 'ectonucleotide pyrophosphatase/phosphodiesterase family member 1/3'], ['NUDT23', 'ADP-ribose/FAD diphosphatase']]"
