id,name,reactants,products,modifiers
rnR12413,[],"[['L-Phenylalanine', '(S)-alpha-Amino-beta-phenylpropionic acid'], ['L-Tryptophan', 'Tryptophan', '(S)-alpha-Amino-beta-(3-indolyl)-propionic acid']]",[['Cyclo(L-Trp-L-Phe)']],[]
rnR12414,['S-adenosyl-L-methionine:cyclo(L-Trp-L-Phe) N-methyltransferase'],[['Cyclo(L-Trp-L-Phe)']],[['N-Methyl-cyclo(L-Trp-L-Phe)']],[]
rnR12415,[],[['N-Methyl-cyclo(L-Trp-L-Phe)']],[['(-)-Ditryptophenaline']],[]
rnR12417,[],"[['Anthranilate', 'Anthranilic acid', 'o-Aminobenzoic acid', 'Vitamin L1', '2-Aminobenzoate'], ['L-Alanine', 'L-2-Aminopropionic acid', 'L-alpha-Alanine'], ['L-Tryptophan', 'Tryptophan', '(S)-alpha-Amino-beta-(3-indolyl)-propionic acid']]",[['Fumiquinazoline F']],[]
rnR12418,[],[['Fumiquinazoline F']],"[[""Fumiquinazoline F-indoline-2',3'-diol""]]",[]
rnR12419,[],"[[""Fumiquinazoline F-indoline-2',3'-diol""]]",[['Fumiquinazoline A']],[]
rnR12420,[],[['Fumiquinazoline A']],[['Fumiquinazoline C']],[]
rnR12421,[],[['Fumiquinazoline C']],[['Fumiquinazoline D']],[]
rnR12150,['L-tyrosine:D-ribulose-5-phosphate lyase (isonitrile-forming)'],"[['L-Tyrosine', '(S)-3-(p-Hydroxyphenyl)alanine', '(S)-2-Amino-3-(p-hydroxyphenyl)propionic acid', 'Tyrosine']]","[['(2S)-3-(4-Hydroxyphenyl)-2-isocyanopropanoate', 'L-Tyrosine isonitrile']]",[]
rnR12081,"['(2S)-3-(4-hydroxyphenyl)-2-isocyanopropanoate,2-oxoglutarate:oxygen oxidoreductase']","[['(2S)-3-(4-Hydroxyphenyl)-2-isocyanopropanoate', 'L-Tyrosine isonitrile']]",[['(2E)-3-(4-Hydroxyphenyl)-2-isocyanoprop-2-enoate']],[]
rnR12884,[],[['(2E)-3-(4-Hydroxyphenyl)-2-isocyanoprop-2-enoate']],[['Paerucumarin']],[]
rnR12344,['ATP:L-serine 3-phosphotransferase'],"[['L-Serine', 'L-2-Amino-3-hydroxypropionic acid', 'L-3-Hydroxy-alanine', 'Serine']]","[['O-Phospho-L-serine', 'L-O-Phosphoserine', '3-Phosphoserine', 'Dexfosfoserine', '3-Phospho-L-serine']]",[]
rnR11705,['O-phospho-L-serine:L-glutamate N-(2S)-2-amino-2-carboxyethyltransferase'],"[['O-Phospho-L-serine', 'L-O-Phosphoserine', '3-Phosphoserine', 'Dexfosfoserine', '3-Phospho-L-serine']]",[['N-[(2S)-2-Amino-2-carboxyethyl]-L-glutamate']],[]
rnR11655,"['N-[(2S)-2-amino-2-carboxyethyl]-L-glutamate:NAD+ dehydrogenase (L-2,3-diaminopropanoate-forming)']",[['N-[(2S)-2-Amino-2-carboxyethyl]-L-glutamate']],"[['L-2,3-Diaminopropanoate', 'L-2,3-Diaminopropionate', 'L-2,3-Diaminopropionic acid', 'L-2,3-Diaminopropanoic acid', '3-Amino-L-alanine', '(S)-2,3-Diaminopropanoate', '(2S)-2,3-Diaminopropanoic acid']]",[]
rnR12308,"['L-2,3-diaminopropanoate:citrate ligase (AMP, 2-[(L-alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioate-forming)']","[['L-2,3-Diaminopropanoate', 'L-2,3-Diaminopropionate', 'L-2,3-Diaminopropionic acid', 'L-2,3-Diaminopropanoic acid', '3-Amino-L-alanine', '(S)-2,3-Diaminopropanoate', '(2S)-2,3-Diaminopropanoic acid']]",[['2-[(L-Alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioate']],[]
rnR12309,['2-[(L-alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioate carboxy-lyase (2-[(2-aminoethylcarbamoyl)methyl]-2-hydroxybutanedioate-forming)'],[['2-[(L-Alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioate']],[['2-[(2-Aminoethylcarbamoyl)methyl]-2-hydroxybutanedioate']],[]
rnR12311,"['2-[(2-aminoethylcarbamoyl)methyl]-2-hydroxybutanedioate:L-2,3-diaminopropanoate ligase {2-[(L-alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate-forming}']",[['2-[(2-Aminoethylcarbamoyl)methyl]-2-hydroxybutanedioate']],[['2-[(L-Alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate']],[]
rnR12312,['2-[(L-alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate:2-oxoglutarate ligase (staphyloferrin B-forming)'],[['2-[(L-Alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate']],[['Staphyloferrin B']],[]
